Link,brand,volume,description,ingredients,how_to_use
https://www.caretobeauty.com/us/eucerin-ph5-lip-active-balm-4-8g/,Eucerin,8g,"Eucerin pH5 Lip Active Balm is a nourishing balm that soothes and protects dry, rough, and sensitive lips. Suitable for all skin types, including sensitive, this formula contains Dexpanthenol, an effective moisturizer known for its regenerative properties, Vitamin E, a powerful antioxidant that protects the skin against free radical damage, and SPF20, which ensures that the lips are protected from UV damage and further dehydration. Designed for regular application throughout the day, this balm provides instant relief and ongoing protection to dry and/or sensitive lips, for a soft and supple appearance that lasts.","Main Ingredients

Dexpanthenol, an extremely effective moisturizer, improves hydration in the outermost layers of the skin and helps reduce water loss;
Vitamin E, also known as Tocopherol, is a powerful anti-oxidant that protects the skin against free radical damage.","How to use
Apply Eucerin pH5 Lip Active Balm to dry and/or sensitive lips throughout the day, as often as necessary."
https://www.caretobeauty.com/us/caudalie-lip-conditioner/,Caudalie,Promotional Pack,"Caudalie Lip Conditioner is a scented lipstick that takes care of your lips. For this purpose, this product resorts to a natural formula with 99% ingredients of natural origin. To explain, the formula contains nourishing Shea butter of organic origin to deeply moisturize the lips while Grapeseed polyphenols provide great antioxidant benefits. These ingredients are responsible for this lipstick's benefits! As a result, this lip conditioner helps protect chapped lips from external factors and keeps them soft and smooth all day long. Most important, it immediately hydrates the lips for a feeling of comfort. In fact, according to clinical tests, 91% of the users feel that their lips are soft and nourished.
Additionally, this lipstick has a pleasant texture that melts on the lips and hydrates them without any greasy feeling. And a sweet orange and vanilla scent turns its application even more enjoyable. In short, this lipstick intensely hydrates and protects dry lips for an immediate and lasting feeling of comfort and nourishment.","Main Ingredients

Shea butter, of organic origin, is rich in nourishing fatty acids and antioxidants. In this way, it nourishes, regenerates, and repairs chapped lips by preventing dryness. Consequently, it leaves the lips soft and supple;
Grapeseed polyphenols are powerful antioxidants that fight against free radicals and prevent oxidative damage. Consequently, they help protect from environmental aggressions.","How to use
Apply Caudalie Lip Conditioner to your lips as many times as necessary throughout the day."
https://www.caretobeauty.com/us/avene-cold-cream-lip-balm-4g/,Avène,4g,"Avène Cold Cream Lip Balm 4g (0.14oz) is a nourishing balm that soothes and protects dry, rough, and sensitive lips. This product is suitable for the whole family and can be used from 2 years old. With ingredients like Shea Butter, Squalene, and Avène Cold Cream Formula this product is able to hydrate, nourish and protect the lips from external damages like cold weather. Also, with Avène Thermal Spring Water and Bisabolol, this product provides both anti-inflammatory and soothing properties. Lastly, the presence of Vitamin E provides antioxidant action, protecting against free radicals and oxidative stress. This balm has a light and fresh fragrance, and a melt-in texture that leaves a light sheen on the lips without being too evident or leaving a white cast. Designed for regular application throughout the day, this balm provides instant relief and ongoing protection to dry and/or sensitive lips, for a soft and supple appearance that lasts.","Main Ingredients

Avène Thermal Spring Water calms and soothes the lips;
Avène Cold Cream Formula nourishes and protects the lips;
Vitamin E has antioxidant properties. Therefore protects against free radicals and oxidative stress;
Shea butter nourishes the skin in-depth, creating a feeling of comfort as a result;
Bisabolol provides anti-inflammatory and soothing properties;
Squalane Oils replenish the skin’s natural lipids, providing therefore a nourishing touch.","How to use
Apply Avène Cold Cream Lip Balm 4g (0.14oz) onto the lips whenever necessary. You can also apply a thicker layer of the product before bed to act as a lip mask."
https://www.caretobeauty.com/us/hello-sunday-the-one-for-your-lips-lip-balm-spf50-15ml/,Hello Sunday,15ml,"Hello Sunday The One For Your Lips Lip Balm SPF50 15ml (0.51floz) is the perfect addition to your caring routine in order to ensure that your lips are not only nourished but also efficiently protected. With a lightweight and moisturizing formula, this product promises to leave your lips soft with a completely invisible finish.  
These benefits are possible thanks to a unique and advanced formula containing multiple nourishing ingredients. On one side, the Hyaluronic Acid present in the composition contributes to supple skin by reducing water loss. At the same time, this lip balm also contains Vitamin E. This powerful antioxidant is crucial when it comes to building a stronger skin surface and water retention. Furthermore and regarding protection against sun damage, The One For Your Lips has broad-spectrum sun filters that are effective against UVB, UVA, Infrared, and air pollution, as well. 
Last but not least, Hello Sunday The One For Your Lips Lip Balm follows the brand's guidelines regarding sustainability. Besides being a vegan and cruelty-free product, this lip balm is respectful of the sea life, does not contain harmful chemicals, and comes in 93,3% recyclable packaging.","Main Ingredients 
 
Hyaluronic Acid is a restorative ingredient that not only boosts skins hydration as it holds in moisture. Moreover, it stimulates collagen production, soothes and protects the skin against environmental damage;
 Vitamin E is a powerful antioxidant that occurs naturally on the skin but that decreases from environmental exposure and lack of sun protection. As one of the most well-known and researched ingredients, Vitamin E helps to protect the skin against environmental aggressions;  
Broad Spectrum Sun Filters offer protection from UVA/UVB rays, Infrared, Blue Light, and air pollution.","How to use 
Use Hello Sunday The One For Your Lips Lip Balm SPF50 15ml (0.51floz) as part of your daily caring routine or anytime you need an extra boost of nourishment and protection. Apply a generous amount directly to your lips."
https://www.caretobeauty.com/us/labello-disney-mickey-and-friends-3-years-lip-balm/,Labello,Minnie Cherry Shine,"Labello Disney Mickey And Friends 3+ Years Lip Balm is a delightful fusion of effective lip care and enchanting Disney magic. This limited edition design brings the joy and nostalgia of Disney's Mickey and Friends to your daily lip care routine, making it a fun and functional choice for both children and adults alike.
The formula includes shea butter, a renowned ingredient for its intensive moisturizing properties. The inclusion of shea butter ensures that your lips remain hydrated and soft throughout the day. In addition to this ingredient, the balm also includes natural oils to boost its moisturizing capabilities. Vitamins C and E, known for their antioxidant properties, are also included in the formula.&nbsp;All in all, this balm provides moisture to the lips for an impressive 24 hours! At the same time, it protects the lips against common environmental aggressors such as the wind, cold, and dry air, factors that can lead to dry and chapped lips.&nbsp;
Beyond its hydrating capabilities, the lip balm's Disney Mickey and Friends packaging adds a touch of whimsy and charm to your lip care regimen. The playful design featuring the iconic characters is sure to delight Disney fans of all ages, making it a perfect collectible item or a thoughtful gift that combines the practicality of lip care with the magic of Disney. As a last note, this balm has a vegan and natural composition. In summary, this lip balm brings a smile to your face with its Disney-inspired design while providing your lips with 24-hour hydration and protection.","Main Ingredients

Shea butter, rich in fatty acids, provides deep nourishment to the lips, thereby keeping them soft and supple;
Natural oils intensely moisture the lips;
Vitamins C and E have antioxidant qualities, therefore neutralizing free radicals and preventing oxidative stress.","How to use
Apply Labello Disney Mickey And Friends 3+ Years Lip Balm to the lips as many times as necessary."
https://www.caretobeauty.com/us/labello-shine-lip-balm/,Labello,Strawberry,"Labello Shine Lip Balm is the perfect blend between care and beauty since it deeply nourishes the lips while providing a beautiful shine and color. In fact, this multipurpose composition promises to deliver not only smooth and healthy skin but also a fun glossy finish.
On one side, the Cherry Shine Lip Balm has a soft red color and a delicious cherry aroma. Infused with Shine Pigments, this unique lip balm adds a touch of color and also radiance to your lips. At the same time, besides its beautifying properties, the Cherry Shine Lip Balm ensures that your lips have optimal hydration levels for up to 24 hours. The result? You will be able to target chapped lips and flaunt a trendy look, simultaneously!
Last but definitely not least, the Cherry Shine Lip Balm is an easy-to-use product that delivers a pleasant user experience every time. With a rich consistency, this lip balm melts promptly on the skin for instant nourishment. Even more, the bullet glides evenly on the lip supplying a homogenous result with each application.","Main Ingredients

Natural Oils offer intense nourishment for soft and hydrated lips;
Shine Pigments provide a soft color and beautiful glossy finish.","How to use
Use Labello Shine Lip Balm frequently to keep your lips with optimal moisture levels, especially if you are dealing with harsh weather conditions. Apply this product by sliding it directly on the skin of the lips."
https://www.caretobeauty.com/us/labello-lip-balm/,Labello,Vanilla Buttercream,"Labello Lip Balm has become a classic staple on multiple skincare routines thanks to its powerful nourishing benefits. In fact, this iconic product is highly effective if you are struggling with parched lips or dealing with harsh weather conditions such as low temperatures or strong wind. Its incredibly hydrating benefits are able to keep your skin soft and comfortable for up to 24 hours since this lip balm not only provides instant nourishment but also prevents dryness.
All of this is possible thanks to the presence of Shea Butter in the composition. This versatile ingredient has well-known hydrating properties, shielding the skin from harmful environmental aggressors, simultaneously. Therefore, as a rich and nutritious component, Shea Butter contributes to visibly softer lips, with each application. To finish, the Labello Original Lip Balm has a pleasant velvety texture that instantly melts into your lips. Made with 96% of natural ingredients, this is a dermatologically tested product that you can easily take everywhere.","Main Ingredients

Shea Butter is a powerful moisturizer that is rich in multiple vitamins and nutrients. Besides leaving the skin smooth and comforted, this ingredient also protects it from environmental damage and ensures the velvety consistency of the product.","How to use
Use Labello Lip Balm frequently to keep your lips with optimal moisture levels, especially if you are dealing with harsh weather conditions. Apply this product by sliding it directly on the skin of the lips."
https://www.caretobeauty.com/us/uriage-bariesun-moisturizing-lipstick-spf30-4g/,Uriage,4g,"Uriage Bariésun Moisturizing Lipstick SPF30 4g (0.14oz) has a high protection against the sun's UV rays while maintaining the hydration of the sensitive skin of the lips. That said, this lipstick has a gentle creamy formula that adheres effortlessly to the skin. On the other hand, being water resistant, the lips are protected for a long time during whole days at the beach or pool. Furthermore, its formula has high protection against the harmful effects of UVA and UVB rays thanks to the presence of a new complex composed of the latest-generation filters. Basically, these protect the skin in a comfortable and gentle way, always promoting greater comfort and softness of the lips.
Still about its composition, this lipstick is enriched with nourishing properties perfect for even the most sensitive and chapped lips. In particular, the presence of Vitamins A, C and E as well as essential fatty acids deeply nourish the skin for a long time. So, not only do you get fully protected lips, but also much softer, hydrated and radiant.","Main Ingredients

New Anti-UVA-UVB Filtering Complex guarantees proven photostability and broad UVB and UVA coverage;
Vitamins A, C and E offer unique nutrients to the skin, leaving it hydrated and nourished;
Shea butter regenerates and nourishes the skin, contains vitamins A and E;
Avocado oil provides immediate moisture, thus replenishing the skin and improving its comfort and well-being;
Borage oil provides smoothness and also softness to the skin.","How to use
Before exposure, apply a generous and even layer of Uriage Bariésun Moisturizing Lipstick SPF30 4g (0.14oz) to cover the lips area exposed to the sun. Reapply regularly, especially after swimming or toweling dry."
https://www.caretobeauty.com/us/catalog/product/view/id/54966/,Hello Sunday,The Mauve One,,Not found,Not found
https://www.caretobeauty.com/us/avene-cicalfate-lip-repair-balm-10ml/,Avène,10ml,"Avène Cicalfate+ Lip Repair Balm 10ml (0.33 fl oz) is a dedicated solution for the delicate skin of your lips and localized irritated skin areas. From the very first application, its unique formula is geared to nourish, soothe, and provide essential protection. In particular, the formula incorporates [C + -Restore]™, a unique postbiotic ingredient that provides a calming and repairing action. Alongside this, the presence of zinc sulfate in the formula helps to prevent any risk of bacterial proliferation. Equally important, the combination of nourishing oils ensures that your lips enjoy lasting comfort and hydration. In fact, this lip balm provides up to six hours of moisture!
Another key point of this lip balm is its water-in-oil texture that creates a water-resistant and protective film on the skin. This ensures that your skin stays hydrated and protected from external aggressions. Designed not only for the lips, this balm is effective in tending to superficial skin irritations, which can arise from varying sources, whether harsh climatic conditions, exposure to certain aggressive household products, or as a side effect of medicinal treatments. All in all, this lip balm soothes and repairs the lips and much more of the entire family.","Main Ingredients

Avène Thermal Spring Water, with a unique and rich composition, has the ability to soothe, soften, and calm while refreshing and hydrating damaged and irritated skin;
[C + -Restore]™ is a postbiotic active ingredient derived from Avène Thermal Spring Water. With unique properties, it not only provides a calming effect but also has a repairing action enhancing the regeneration of the skin;
Castor, shea, and jojoba oils help nourish and protect the skin;
Zinc sulfate helps purify the skin and reduce the risk of bacterial proliferation.","How to use
Apply Avène Cicalfate+ Lip Repair Balm 10ml (0.33 fl oz) to the lips and/or irritated areas as often as necessary."
