Link,brand,volume,description,ingredients,how_to_use
https://www.caretobeauty.com/us/caudalie-beauty-elixir/,Caudalie,"30ml (1.01 fl oz)
                                                                                            - Out of Stock","Caudalie Beauty Elixir&nbsp;is a facial mist inspired by the youth elixir that was created especially for the Queen Isabelle of Hungary. Given that this product contains 100% natural extracts, it infuses the skin with a vitamin shot that instantly brightens the skin. Provided that this has been a backstage make-up artist favorite for setting make-up, this is a cult product for many Hollywood stars. This elixir tightens the pores, sets make-up and boosts radiance, hence making it the perfect ally for make-up lovers and those with dull skin. With this in mind, this iconic product is one to have always available to ensure that the skin is perfect.","Main Ingredients

Grape water has hydrating and soothing actions, therefore increasing the moisture levels on the skin and reducing sensitivity;
Rose oil helps to tonify the skin;
Rosemary boosts the skin's&nbsp;energy, hence boosting the skin's radiance.","How to use
Firstly,&nbsp;shake well before using to mix both phases.&nbsp;Secondly, vaporize&nbsp;Caudalie Beauty Elixir&nbsp;onto the face, avoiding the eyes. This mist can be used both as a make-up setting spray or a skin freshener so, as a result, you can use it every time you want."
https://www.caretobeauty.com/us/svr-sebiaclear-micro-peel-smoothing-renewal-water-150ml/,SVR,150ml,"SVR Sebiaclear Micro-Peel Smoothing Renewal Water was specially formulated for sensitive and oily skin prone to acne. It is, in essence, able to target persistent imperfections and help refine and renew the skin. With a powerful combination of active ingredients, it has, as star ingredients, Niacinamide and Salicylic Acid. These actives can not only help eliminate skin imperfections such as blackheads, enlarged pores, and spots but also limit bacterial proliferation and soothe irritated acne-prone skin. In addition, because Salicylic Acid has also a keratolytic action, this water can gently exfoliate the skin helping remove dead cells from its surface. This stimulates cell renewal and lends the skin an even and also smoother appearance. With a pleasant non-greasy and non-sticky watery texture, this delicately scented water can refine and renew your complexion and leave your skin with a pleasant feeling of cleanliness and freshness.","Main Ingredients

Lactobionic Acid has a gentle exfoliating action being ideal for sensitive skin. It gently removes dead cells from the skin's surface helping refine and renew the complexion;
4% Niacinamide increases ceramide synthesis and has anti-inflammatory properties. This leads to better skin hydration and healthier skin barrier helping limit bacterial proliferation and also reduce the discomfort and irritation of acne-prone skin;
Salicylic Acid has anti-inflammatory properties and also a keratolytic action due to its ability to penetrate the pores and exfoliate the skin. It stimulates cell renewal helping regulate sebum and eliminate skin imperfections lending the skin an even and smoother appearance;
1% Zinc has antibacterial and also sebum-regulating properties helping mattify and purify the skin.","How to use
Apply SVR Sebiaclear Micro-Peel Smoothing Renewal Water using a cotton pad or the palm of your hand. Apply to the whole face concentrating on areas of imperfections."
https://www.caretobeauty.com/us/eucerin-dermatoclean-clarifying-toner-200ml/,Eucerin,200ml,"Eucerin DermatoCLEAN Hyaluron Toner is a mild, alcohol-free toner designed to be applied after cleansing, to refresh the skin and help it maintain its natural moisture balance. Suitable for all skin types, including sensitive, this formula is enriched with APG Complex, an extra mild cleanser, and Gluco-Glycerol, a powerful hydrating active that helps the skin retain moisture. The skin is toned and supple, fully prepared for the next step in the skincare routine.","Main Ingredients

APG Complex is an extra mild cleanser that cleans the skin by dissolving and removing impurities;
Gluco-Glycerol, also known as Glyceryl Glucoside, stimulates the skin’s own water system, help it retain moisture and improve its barrier function.","How to use
Apply Eucerin DermatoCLEAN Hyaluron Toner to the face, neck and décolletage using a cotton wool pad. Distribute the product with gentle swipes, in order to prepare the skin for the next step in the skincare routine."
https://www.caretobeauty.com/us/avene-gentle-toning-lotion-200ml/,Avène,200ml,"Avène Gentle Toning Lotion is a delicate daily toner suitable for all skin types, including sensitive. Formulated without alcohol, parabens, or soap, this hypoalergenic and non-comedogenic formula soothes and softens the skin with each application, all the white creating a protective film that shields the complexion from external aggressions. The skin is beautifully hydrated and delicately fragranced, for long-lasting comfort and radiance.","Main Ingredients
		
Natural Silicates form a protective film over the skin, shielding it from external aggressions;
Avène Thermal Spring Water has a unique, rich, and stable composition, which makes it particularly suitable to soothe, soften and calm fragile and/or sensitive skin.","How to use
Shake bottle well before use. Apply Avène Gentle Toning Lotion with a soft cotton pad after thoroughly cleansing the face. Do not rinse."
https://www.caretobeauty.com/us/caudalie-vinopure-purifying-toner/,Caudalie,"400ml (13.53 fl oz)
                                                                                            - Out of Stock","Caudalie Vinopure Purifying Toner is a non-comedogenic and non-photosensitizing formula that purifies, mattifies and cleanses the skin, simultaneously. Thanks to a vegan powerful composition, this product is able to tighten the pores, visibly decrease the number of imperfections and reduce oily shine, all at the same time. Furthermore, the Caudalie Vinopure Purifying Toner delivers all of these benefits through a dermatologically tested formula that contains ingredients such as Lavender, Natural Salicylic Acid and Organic Grape Water. Even more, this product is part of the Vinopure collection, a range of products by Caudalie that focuses on treating oily and prone to acne skin through the power of natural and sustainable compositions. All of the products from this line have vegan formulas, without synthetic fragrance and mostly natural-origin ingredients. In addition, all the packaging in the Vinopure range uses recyclable plastic and glass.","Main Ingredients

Lavender is an anti-inflammatory ingredient that has an instant soothing effect on the skin;
Natural Salicylic Acid, extracted from wintergreen leaves, has an exfoliating action on the skin. Therefore, it helps to unclog pores and improve the skin&rsquo;s overall texture;
Organic Grape Water is a prebiotic component with both moisturizing and soothing properties.","How to use
Use Caudalie Vinopure Purifying Toner as part of your morning and evening routine after cleansing your skin. Apply it by gently dabbing a soaked cotton pad or by splashing it directly with your hands. Do not rinse. Complement its use with other products from the same range in order to achieve optimal results."
https://www.caretobeauty.com/us/la-roche-posay-effaclar-toner-lotion-micro-exfoliant-200ml/,La Roche-Posay,200ml,"La Roche-Posay Effaclar Toner is an astringent, micro-exfoliating toner. It tightens the pores and prevents them from clogging thanks to the active ingredient LHA, which regulates the secretion of sebum, cleanses and exfoliates. Created for enlarged pores, uneven skin texture, for oily skin with imperfections, this tonic ensures that pores are tightened and the skin's surface is evener. It works well for acne, blackheads, excess&nbsp;shine of the skin and sebum production regulation.","Main Ingredients

LHA does a micro-exfoliation in order to remove dead cell buildup which tends to cause blemishes.","How to use
Apply La Roche-Posay Effaclar Toner&nbsp;by soaking a cotton pad with the lotion and applying it to the face and neck on cleansed skin."
https://www.caretobeauty.com/us/caudalie-vinoclean-moisturizing-toner/,Caudalie,200ml (6.76 fl oz),"Caudalie Vinoclean Moisturizing Toner comforts, moisturizes, and tones the skin providing several benefits in just one gesture. Firstly, it refreshes the skin and removes all traces of the cleanser and impurities left behind. This means it is perfect to maximize your cleansing routine. But that's not all it can do. With a unique formula, it can also hydrate, tone, and soothe the skin. It has, as star ingredients, Organic Rose Water and Vinolevure. The Organic Rose Water can both soothe and soften the skin. While the Vinolevure can deeply hydrate the skin and promote a healthier skin barrier. Respecting the skin's natural balance it leaves the skin clear and comfortable and prepared to receive the full benefits of the next skincare product. In addition, due to the natural organic rose water delicate fragrance, it also promotes a relaxing moment enveloping you in a sense of well-being.","Main Ingredients

Organic Rose Water has the ability to both soothe and soften the skin;
Vinolevure has the ability to deeply hydrate the skin and also promote a healthier skin barrier.","How to use
Apply three pumps of Caudalie Vinoclean Moisturizing Toner> to a cotton pad. Use wiping motions to gently remove the leftover impurities, makeup, and product residue and complete your cleansing routine. It does not require rinsing with water."
https://www.caretobeauty.com/us/bioderma-sensibio-tonique-soothing-moisturising-toning-lotion-250ml/,Bioderma,250ml,"Bioderma Sensibio Tonique Soothing Moisturising Toning Lotion&nbsp;is a sensitive skin toning lotion which helps to soothe the skin after the cleansing process. With rhamnose and cucumber water, it instantly calms the skin and prevents redness and tightness. The skin becomes softer, more hydrated and comfortable.","Main Ingredients

Glycerin helps to keep the skin hydrated to prevent any tightness;
Rhamnose and Cucumber water&nbsp;soothe the skin in order to reduce redness.","How to use
Apply&nbsp;Bioderma Sensibio Tonique Soothing Moisturising Toning Lotion&nbsp;onto a cotton pad and cleanse the skin until all impurities are removed, repeating this process as many times as needed. No need to rinse after."
https://www.caretobeauty.com/us/esthederm-intensive-propolis-zinc-serum-lotion-130ml/,Esthederm,130ml,"Esthederm Intensive Propolis+ Zinc Serum-Lotion is a facial lotion that helps to perfect and mattify the skin at the same time. The texture is lightweight and refreshing, with a non-oily formula that is perfect for normal to oily skin types, including acne-prone skin.
Concentrated as serum and fluid as a toner, this lotion delivers incredible ingredients to the skin. To begin with, propolis extract provides the skin with soothing and purifying properties, and also with a healing, anti-inflammatory and antioxidant action. At the same time, zinc gluconate helps to balance sebum secretion and absorbs excess oil on the skin. Equally important, the base of the formula is patented cellular water, a booster that enhances the results of your skincare, optimizing the energetic environment of skin cells. Each application grants not only immediate comfort but also a shoot of powerful actives that work to improve the appearance of your skin. As a result, it helps to reduce the appearance of imperfections, mattifies the skin and visibly reduces pores.","Main Ingredients

Propolis extract provides the skin with soothing and purifying properties, as well as with a healing, anti-inflammatory and antioxidant action;
Zinc gluconate immediately helps to balance sebum secretion and absorbs excess oil on the skin;
Patented cellular water boosts the efficiency of your skincare, optimizing the energetic environment of skin cells.","How to use
Apply Esthederm Intensive Propolis+ Zinc Serum-Lotion onto clean and dry skin, using a cotton pad and avoiding the eye area. Then, follow with your favorite serum and/or moisturizer."
https://www.caretobeauty.com/us/apivita-tonic-lotion-soothing-moisturizing-face-toner-200ml/,APIVITA,200ml,"APIVITA Tonic Lotion Soothing &amp; Moisturizing Face Toner is the perfect toner for those suffering from dehydration. The blend of greek thyme honey and lavender together with panthenol helps to calm the skin and reduce discomfort. Additionally, the rose fruit infusion offers an anti-pollution action that helps to protect the skin from an urban lifestyle. These characteristics make it a perfect addition to any routine for skin with dehydration, being suitable for all skin types. In one gentle step, the skin is both soothed and hydrated, with a 97% natural formula.&nbsp;","Main Ingredients

Greek thyme honey, lavender and panthenol soothe the skin;
Hyaluronic acid is able to retain water from the air, hence hydrating the skin;
Geranium and orange essentials oils tone the skin;
Rose fruit infusion offers an anti-pollution action.","How to use
Apply APIVITA Tonic Lotion Soothing &amp; Moisturizing Face Toner by soaking a cotton pad and using wiping motions on a previously cleansed face."
