Link,brand,volume,description,ingredients,how_to_use,product_key
https://www.caretobeauty.com/us/cosrx-advanced-snail-96-mucin-power-essence-100ml/,COSRX,100ml,"COSRX Advanced Snail 96 Mucin Power Essence relies on a lightweight, soothing texture to increase organic radiance. By penetrating effortlessly into all skin types, this liquid nourishes damaged sections from within, fortifying them. Besides, the core Snail Secretion Filtrate creates a trustworthy shield against all kinds of external threats, promoting elasticity as well as softness. Thus, redness or irritation tends to become less of an issue, as your complexion experiences effective healing. In fact, this option is particularly helpful after breakouts, when acne-prone skin deals with excess sebum.
To the same extent, this essence balances your skin so there are no imbalances in tone/texture. Other than targeting irregularities, in order to protect from environmental aggressions, it enhances the skin moisture barrier. With optimal hydration levels, invigoration takes place, ensuring a polished/refreshing outcome. After each application, you're likely to notice vast and enduring benefits. Finally, the product's cruelty-free nature preserves a mission of natural as well as clean beauty that does not endanger animals.","Main Ingredients

Snail Secretion Filtrate (96.3%) prevents moisture loss, enhancing the elasticity of facial skin. To the same extent, this core element repairs damaged tissues prone to inflammations or arduous breakouts;
Panthenol acts as a skin protectant with anti-inflammatory qualities. It tends to enhance the skin's hydration and elasticity, smoothing its appearance. Ultimately, this component retains moisture and water in the skin, allowing it to hydrate from the inside out;
Lastly, Arginine functions as a collagen booster for skin cells. Thus, it increases firmness from the inside, defending against premature aging signs. Plus, this ingredient contributes towards speeding up cell regeneration, promoting a healthier/luminous appearance.","How to use
Apply a few sprays of COSRX Advanced Snail 96 Mucin Power Essence after cleansing and toning your face with the appropriate products. Smooth it all over your complexion, as evenly as possible. Then, pat the liquid delicately using your hands to facilitate complete absorption. Finish off the treatment with a hydrating day or night creams, to replenish the skin.",1799
https://www.caretobeauty.com/us/svr-b3-hydra-essence-150ml/,SVR,150ml,"SVR [B3] Hydra Essence is perfect to, day after day, repair and fortify your skin and keep it hydrated and plumped. Containing Niacinamide, also known as Vitamin B3, this product has anti-inflammatory properties and the ability to reinforce the skin barrier. It helps reduce redness, irritation, and sensitivity. It reduces discomfort and smoothes the skin making this essence suitable for all skin types including sensitive skin. In addition, it is also enriched with two types of Hyaluronic Acid. Due to this, it not only deeply moisturizes the skin but also plumps it up. This unique formula provides long-lasting hydration, and also allows your skin to better receive other active ingredients. It should, therefore, be applied as a pre-serum, after cleansing, and before the serum or moisturizer.","Main Ingredients

Hyaluronic Acid is a natural part of the skin connective tissue and has the capacity to retain between 1.000 to 10.000 times its weight in water. This ability to not only deeply moisturize the skin but also plump it up keeps the skin hydrated while helping reduce fine lines and wrinkles;
2% Niacinamide, also known as Vitamin B3, increases ceramide synthesis and has anti-inflammatory properties. This leads to better skin hydration and healthier skin barrier helping reduce itching and discomfort.","How to use
Apply SVR [B3] Hydra Essence onto previously clean and dry skin using a cotton pad or the palm of your hand. Since it prepares the skin to better receive the active ingredients of other skincare products you should use it after cleansing and before your serum or moisturizer.",1799
https://www.caretobeauty.com/us/filorga-nctf-essence-supreme-regenerating-lotion-150ml/,Filorga,150ml,"Filorga NCEF-Essence Supreme Multi-Correction Lotion is ideal too, day after day, rejuvenate and revive the complexion and enhance the overall appearance of the skin. Its unique formula is able to not only help hydrate and protect the skin but also illuminate the complexion. With Aqua MX Technology, it can deeply hydrate the skin in just 30 minutes. With a Polysaccharide that has an anti-pollution and detox action, it helps protect the skin and illuminate the complexion. And, with the NCEF Complex, it helps rejuvenate and revive the complexion, enhancing the overall appearance of the skin. All in all, it helps hydrate and illuminate the skin lending it a radiant and rejuvenated look. In addition, its ultra-fresh watery texture also allows the skin to better receive other active ingredients enhancing their action. It should, therefore, be applied as a pre-serum, after cleansing, and before the serum or moisturizer.","Main Ingredients

Aqua MX Technology can deeply hydrate the skin in just 30 minutes. It not only quickly hydrates the skin but also promotes long-lasting hydration;
NCEF, which is an exclusive polyrevitalizing complex, contains 50 ingredients that are integrated in concentrations comparable to those used in Filorga meso-injections. It can visibly enhance the overall appearance of the skin, rejuvenating and reviving the complexion;
Polysaccharide with an anti-pollution and detox action. It not only helps protect the skin but also helps illuminate the complexion boosting the skin's radiance.","How to use
Shake Filorga NCEF-Essence Supreme Multi-Correction Lotion before use. Apply onto previously clean and dry skin using a cotton pad or the palm of your hand and do not rinse. Since it prepares the skin to better receive the active ingredients of other skincare products you should use it after cleansing and before your serum or moisturizer.",1799
https://www.caretobeauty.com/us/mizon-multi-function-formula-snail-repair-intensive-essence-100ml/,Mizon,100ml,"Mizon Multi Function Formula Snail Repair Intensive Essence is a gentle and smooth gel essence specifically indicated for skin that suffers from signs of age, dehydration and tired-looking skin. In this way, this solution helps to care for the skin at the internal levels of the epidermis and at the cellular level. Thus, this essence has properties that regenerate the skin, smooth wrinkles and fine lines, firm and intensely hydrate. Furthermore, with continued use, this product helps to lessen the appearance of acne scars and minor blemishes. On the other hand, this essence contains anti-inflammatory properties, it also helps to heal active breakouts and prevent them from happening.
For this essence to bring benefits to the skin, it is enriched with 86% of Snail Secretion Filtrate. This component is a strong skin repairer and regenerator, as well as helping to fight age signs. Regarding its moisturizing action, this product is enriched with Hyaluronic acid to help give skin the hydration boost it needed. Finally, it also has adenosine rich in anti-inflammatory properties that help repair and regenerate the skin.","Main Ingredients

Snail Secretion Filtrate is a typically Korean ingredient that helps repair, regenerate and moisturize the skin. It is also commonly used to combat fine lines and wrinkles;
Hyaluronic acid is an effective moisturizer that plumps up wrinkles in the outermost layers of the skin;
Adenosine has anti-inflammatory properties and helps repair and regenerate the skin.","How to use
Apply Mizon Multi Function Formula Snail Repair Intensive Essence to your clean, dry skin on your face and neck. Gently pat the product until absorbed.",1799
https://www.caretobeauty.com/us/mixsoon-bean-essence-50ml/,mixsoon,50ml,"mixsoon Bean Essence 50ml (1.69floz) is a gentle, 2-in-1 exfoliating and hydrating essence that helps smooth unevenly textured skin. It works to moisturize, remove dead skin cells, and revitalize the skin tone, giving your complexion a fresh and youthful glow. This product's formula contains fermented soybean, barley, pomegranate, and Korean pear, which help remove dead skin cells to smooth and soften the skin, improve its hydration, and provide antioxidant benefits. 
Additionally, you can use this essence in two ways. As an exfoliating essence, apply it and gently massage the skin until residue appears, then wipe off with a cotton pad. Otherwise, as a hydrating essence, use daily after any other essences and before moisturizer. So, with regular use, this essence helps reveal a smoother and naturally radiant complexion, ensuring that your skin looks and feels its best.","Main Ingredients

Fermented Soybean comes from the fermentation of soybeans by Bacillus bacteria. It has hydrating properties and also helps maintain a more even skin tone;
Fermented Barley has moisturizing and soothing properties;
Pomegranate Enzyme is obtained through the fermentation of pomegranate. It helps exfoliate the skin and increase cell renewal; 
Fermented Korean Pear contains alpha hydroxy acids that help exfoliate the skin.","How to use
You can use mixsoon Bean Essence 50ml (1.69floz) in two different ways. When using it as an exfoliating essence, use it 2 to 3 times a week, at night, after toner and before any other essences and creams. Gently massage the product on the skin of the face for a few moments until residue rubs off. Then, wipe off the residue with a cotton pad or wash away with water. To use it as a hydrating essence, use it daily, in the morning and evening, after the 3-essence layering process and before moisturizer. Apply an appropriate amount to the skin and gently pat it to promote absorption.",1799
https://www.caretobeauty.com/us/mixsoon-soondy-centella-asiatica-essence-100ml/,mixsoon,100ml,,Not found,Not found,1799
https://www.caretobeauty.com/us/clarins-extra-firming-treatment-essence-200ml/,Clarins,200ml,,Not found,Not found,1799
https://www.caretobeauty.com/us/dr-ceuracle-vegan-kombucha-tea-essence-150ml/,Dr. Ceuracle,150ml,,Not found,Not found,1799
https://www.caretobeauty.com/us/skin-perfection-daily-renewal-essence-100ml/,Skin Perfection,100ml,"Skin Perfection Daily Renewal Essence 100ml (3.4 fl oz) is an exfoliating formula that contributes to a smoother, more radiant and overall younger-looking complexion. On one side, this essence contains an AHA, PHA and Salicylic Acid Complex that simultaneously reduces the appearance of pores, fights imperfections and contributes to a smoother complexion. To complement that, the Skin Perfection Daily Renewal Essence also resorts to a blend of hydrating agents like Hyaluronic Acid and Panthenol. These components promise to help you achieve a softer, plumper and more comfortable result.  
Lastly, the Skin Perfection Daily Renewal Essence focuses on fighting signs of aging as well. First, the presence of Fermented Pseudoalteromonas Extract boosts skin regeneration and promotes protein synthesis. Concurrently, the Plasmarine Active Complex™ offers an extensive list of benefits that include an anti-aging and anti-imperfection action, repairing and calming benefits, and even a protective effect.","Main Ingredients 
 
 Plasmarine Active Complex™ resorts to two of the most powerful marine microalgae to simultaneously offer the skin anti-wrinkle, reaffirming, anti-imperfections and moisturizing benefits. Moreover, this cellular complex also provides repairing, calming and even protective properties; 
 Panthenol promotes skin hydration and increases the penetration of other ingredients. It has, equally, a soothing and anti-inflammatory effect; 
 AHA, PHA & Salicylic Acid Complex provide an exfoliating action that reduces the appearance of pores, fights imperfections and contributes to an overall smoother complexion; 
 Fermented Pseudoalteromonas Extract boosts skin regeneration and promotes protein synthesis for an anti-aging effect. Furthermore, this ingredient also protects the skin from dryness and redness; 
 Hyaluronic Acid is a restorative ingredient that not only boosts skin hydration as it holds in moisture. Moreover, it stimulates collagen production, and soothes and protects the skin against environmental damage.","How to use 
Use Skin Perfection Daily Renewal Essence 100ml (3.4 fl oz) as part of your morning and/or evening routine. Apply a small amount to the dry skin of your face using a cotton pad or your fingers, avoiding the eye area. If you struggle with sensitive skin, apply this product every other day. Furthermore, always complement it with sun protection during the day.",1799
https://www.caretobeauty.com/us/haruharu-wonder-black-rice-hyaluronic-essence-50ml/,Haruharu Wonder,50ml,,Not found,Not found,1799
