Link,brand,volume,description,ingredients,how_to_use,product_key
https://www.caretobeauty.com/us/biretix-micropeel-purifying-exfoliant-treatment-50ml/,Biretix,50ml,"Biretix Micropeel Purifying Exfoliant Treatment is a facial exfoliator that helps to eliminate dead skin cells and helps to renew the skin. Ideal from combination to oily skin types prone to acne, this formula feels refreshing and also helps to control excess oil.
Combining powerful soothing and renewing ingredients, the formula visibly refines the texture of the skin. Nicotinamide, or niacinamide, is an antioxidant that enhances the radiance of the skin all the while soothing and repairing the skin barrier. At the same time, willow bark, chamomile flower extract and bamboo extract help to soothe the skin. In addition, palm seed microgranules allow a natural and gentle exfoliation. After each application, the skin looks and feels renewed, soothed, more refined, with the pores appearing smaller. Apply it from one to three times a week to get softer, smoother and more radiant skin!","Main Ingredients

Nicotinamide, also known as niacinamide, is an antioxidant that enhances the radiance of the skin all the while soothing and repairing the skin barrier;
Willow bark and Chamomile flower extract together with bamboo extract help to soothe the skin;
Palm seed microgranules allow a natural and gentle exfoliation.","How to use
To begin with, apply a small amount of Biretix Micropeel Purifying Exfoliant Treatment onto clean and wet skin. Then, massage it gently in circular motions onto the face and neck. Lastly, rinse it off thoroughly and follow with your favorite serum and moisturizer. In order to achieve the best results, repeat this process from one to three times a week, depending on your skin needs. Avoid contact with the eyes and mucous membranes.",2441
https://www.caretobeauty.com/us/eucerin-dermopure-scrub-100ml/,Eucerin,100ml,"Eucerin Dermopure Oil Control Scrub is an exfoliant than unclogs pores and refines skin texture. It gently cleanses the acne-prone skin of face and body, removing impurities and reducing blackheads and imperfections, without drying. Its formulation with Lactic Acid and Micro Particles work against dead skin cells, smoothing and refining the skin texture. This scrub can be used during pregnancy, but it should not be used in the skin which is undergoing medication.","Main Ingredients

Lactic Acid absorbs and retains moisture, and is a comedolytic agent that unclogs pores;
Micro Particles gently removes dead cells, opens pores and improves skin texture.","How to use
Apply Eucerin Dermopure Oil Control Scrub onto clean and moist skin avoiding the eye contour. Gently massage with circular moves and rinse thoroughly.",2441
https://www.caretobeauty.com/us/nivea-men-protect-care-exfoliating-face-scrub-75ml/,Nivea,75ml,"Nivea Men Protect & Care Exfoliating Face Scrub cleanses and soothes all skin types, removing impurities as well as oils. In fact, the gel-textured formula has a pleasant peeling effect that combines Aloe Vera with Pro-Vitamin B5 to refresh deeply. Thanks to tiny scrub particles, this also promotes a more harmonious appearance, lifting off dead skin cells as well as refining enlarged pores. Besides, this product has been subjected to dermatological approval and shields more vulnerable areas from potential irritation sources. Finally, the packaging practical size is ideal for traveling purposes, allowing you to start each day freshly cleansed!","Main Ingredients

Tiny Scrub Particles smooth the skin and even its texture by gently removing dead skin cells. Those, refine enlarged pores for a more harmonious look;
Aloe Vera Leaf Juice is a rich source of antioxidants as well as Vitamin C. It counteracts harmful free radicals that float in the environment, inhibiting their spread;
Pro-Vitamin B5 (Panthenol) deeply restores the skin, preventing transdermal humidity loss and granting long-lasting hydration. In addition, it contributes to soothe irritations all the while improving skin tone/texture;
Lastly, Sodium Chloride is a mineral salt that absorbs dirt, grime, and toxins, cleansing the skin deeply. At the same time, it restores the skin's superficial protective barrier, locking moisture in.","How to use
Squeeze out a tiny portion of Nivea Men Protect & Care Exfoliating Face Scrub and apply it on your wet face. Then, massage the formula as delicately as possible, by performing circular as well as upward motions. Make sure to avoid direct contact with the eye area as the gel lathers up. After a few minutes, rinse off with water and continue with your normal skincare routine!",2441
https://www.caretobeauty.com/us/apivita-express-beauty-face-scrub-gentle-exfoliation-2x8ml/,APIVITA,x8,"APIVITA Express Beauty Face Scrub Apricot is a delicate face scrub that smooths and refines the complexion. Because it contains finely ground apricot seeds, this scrub exfoliates without harming the skin; in fact, it offers a gentle buffing effect that restores a youthful glow and luminosity to the complexion. Mediterranean apricot oil provides an extra hydrating and relaxing effect, thus leaving your skin soft and supple.","Main Ingredients

Finely ground apricot seeds provide a gentle exfoliating action, thus removing the dead cells that dull the surface of the skin;
Apricot oil, honey, and cucumber refine the skin texture, creating a smooth appearance;
This product contains a patented infusion of 3 different species of organic Greek mountain tea instead of plain water; this natural ingredient helps boost the antioxidant properties already present in the formula, due to its high concentration of polyphenols.","How to use
Massage APIVITA Express Beauty Face Scrub Apricot onto clean and damp skin with circular motions, while taking care to avoid the eye area. Rinse thoroughly. In order to achieve the best possible results, follow with your favorite face cream from the APIVITA range.",2441
https://www.caretobeauty.com/us/avene-gentle-exfoliating-gel-75ml/,Avène,75ml,"Av&egrave;ne&nbsp;Gentle Exfoliating Gel&nbsp;gently exfoliates sensitive skin, without irritating it. Its eco-friendly formula is biodegradable, respects the environment in accordance with the&nbsp;OECD301B standard. The cellulose and jojoba microspheres remove the dead skin cells. The&nbsp;Niacinamide and sodium salicylate improve the microspheres mechanical&nbsp;action, giving the skin a smooth and healthy look. The Av&egrave;ne thermal water in its formulation instantly calm the skin, working in tandem with the coco-glucoside,&nbsp;that&nbsp;derives&nbsp;from coconut oil and&nbsp;it's one of the most&nbsp;gentle cleansing&nbsp;agents, making it&nbsp;perfect for&nbsp;sensitive&nbsp;skin.","Main Ingredients

Cellulose and jojoba microspheres remove the dead skin cells;
Niacinamide and sodium salicylate improve the microspheres mechanical&nbsp;action; coco-glucoside,&nbsp;that&nbsp;derives&nbsp;from coconut oil, gentle cleansing agent;&nbsp;ascorbyl palmitate is a collagen builder and helps protect the skin against free radicals.","How to use
Apply Av&egrave;ne&nbsp;Gentle Exfoliating Gel&nbsp;once a week. Gently work the product onto face with the tips of the fingers. Rinse thoroughly with lukewarm water.",2441
https://www.caretobeauty.com/us/caudalie-deep-cleansing-exfoliator-75ml/,Caudalie,75ml,"Caudalie Deep Cleansing Exfoliator&nbsp;is an exfoliator for all skin types which encloses exfoliating microbeads in a whipped cream texture. Additionally, this highly natural skincare product contains several plat-derived ingredients that help the skin become the best it can be. To that end, the formula contains antioxidant grapeseed&nbsp;oil as well as green grape to boost the skin's radiance. Therefore, the skin is refreshed, the pores are cleansed and tightened and the radiance is boosted.","Main Ingredients

Grapeseed oil has antioxidant and nourishing properties, thus ensuring that the skin is left feeling comfortable;
Green grape boosts the skin's radiance and moisturises the skin;
Peppermint essential oil helps to tone and awaken the skin, therefore making it perfect for freshening up the skin.","How to use
Start by applying a thin layer of&nbsp;Caudalie Deep Cleansing Exfoliator&nbsp;onto previously cleansed skin and massage it using circular motions. Lastly, rinse with abundant lukewarm water.",2441
https://www.caretobeauty.com/us/apivita-express-beauty-face-scrub-deep-exfoliation-2x8ml/,APIVITA,x8,"APIVITA Express Beauty Face Scrub Olive is a natural, yet powerful exfoliant for oily and combination skin types. Enriched with olive, one of the jewels of Mediterranean nature, this scrub rids the skin of dead skin cells and accumulated sebum and impurities, thus purifying the complexion. An infusion of Greek mountain tea provides antioxidant benefits, improving the skin's resilience and lending it a feeling of enduring freshness.","Main Ingredients

Finely ground olive seeds help slough away dead skin cells;
Organic olive and grape oils restore a youthful freshness and softness to the skin;
This product contains a patented infusion of 3 different species of organic Greek mountain tea instead of plain water; this natural ingredient helps boost the antioxidant properties already present in the formula, due to its high concentration of polyphenols.","How to use
Massage APIVITA Express Beauty Face Scrub Olive onto clean and damp skin with circular motions, while taking care to avoid the eye area. Rinse thoroughly. In order to achieve the best possible results, follow with your favorite face cream from the APIVITA range.",2441
https://www.caretobeauty.com/us/esthederm-osmoclean-gentle-deep-pore-cleanser-75ml/,Esthederm,75ml,"Esthederm Osmoclean Gentle Deep Pore Cleanser is an ultra-technical gentle deep cleansing cream that lifts impurities from deep within the pores while at the same time respects skin balance and flora. The unique texture of this product clings to the skin when massaged in order to deeply remove any impurities from the pores and effectively cleansing the skin. With regular use, the texture is refined, the skin is purified and blackheads are less visible, for a radiant and even skin complexion. Suitable for all skin types, including sensitive skin. Experience the Institut Esthederm skin expertise in this effective cream that will be a unique part of your skincare ritual.","Main Ingredients

Cellular Water is part of all Esthederm products. It consists of water enriched with mineral salts that excels in providing high quality hydration to the skin;
Disodium Laureth Sulfosuccinate is a great gentle skin cleanser that does not irritate it, so it is suitable for even the most sensitive skin;
Glycerin attracts water and binds it to the skin, keeping it hydrated and also shielded from environmental sources of irritation.","How to use
Apply  small dabs of Esthederm Osmoclean Gentle Deep Pore Cleanser over the face, including sensitive areas. Gently massage in circular motions without making pressure until the texture of the product changes and it thickens and whites, clinging to the skin. Rinse several times until fully removed from the skin. Use twice a month if you have sensitive skin, once a week if you have normal skin or twice a week for oily skin with blackheads.",2441
https://www.caretobeauty.com/us/garnier-pure-active-3-in-1-clay-mask-scrub-wash-oily-skin-150ml/,Garnier,150ml,"Garnier Pure Active 3 in 1 Clay Mask Scrub Wash Oily Skin is a multipurpose product that works as your daily cleanser as well as your scrub and mattifying mask. The texture is creamy and purifying, ideal for oily skin prone to imperfections. The secret for this versatile product is a combination of powerful ingredients. Eucalyptus extract works together with zinc and salicylic acid to deeply purify, refine, exfoliate, control excess oil and mattify the skin. In one product, you can find all the results that oily skin needs.
Oily skin can be difficult to balance, particularly oily skin prone to imperfections. The cleansing step is essential to purify the skin and release it from excess oils, impurities, and to unclog pores. Additionally, this unique product also works to gently scrub the face, as well as a purifying and mattifying mask. After each use, the skin is more clean and free from the excess oils and impurities that can trigger blemishes and spots.","Main Ingredients

Eucalyptus extract together with zinc and salicylic acid work to deeply purify, refine, exfoliate, control excess oil and mattify the skin.","How to use
Use Garnier Pure Active 3 in 1 Clay Mask Scrub Wash Oily Skin as a cleanser, a scrub and also as a mask. Use daily as a Cleanser. Apply over wet skin, and then rinse it off with lukewarm water. Use twice a week as a Scrub. Massage it gently onto the forehead, chin and nose to remove dead skin cells and to unclog pores. Use weekly as a Mask. Apply onto the dry skin of the face and allow it three minutes before rinsing off.",2441
https://www.caretobeauty.com/us/biretix-cleanser-purifying-cleansing-gel-200ml-micropeel-purifying-exfoliant-treatment-50ml/,Biretix,200ml,"This promotional pack contains the following products:

Biretix Cleanser Purifying Cleansing Gel 200ml
Biretix Micropeel Purifying Exfoliant Treatment 50ml

Biretix Cleanser Purifying Cleansing Gel is a sebum-regulating cleanser that targets the specific needs of acne and blemish-prone skins on adults and teenagers. Firstly, it uses piroctone olamine, which helps correct excess sebum, with Gluconolactone, a polyhydroxy acid that gently lifts off dead skin cells without disrupting the moisture balance of the skin. Witch hazel, aloe vera, and propolis act as the soothing counterpart of the treatment, allowing the skin to heal from breakouts and reducing the presence of marks. Additionally, it includes a small percentage of frankincense and honey extracts, which ensure the skin barrier remains soft and intact throughout the cleansing routine.
Biretix Micropeel Purifying Exfoliant Treatment is a facial exfoliator that helps to eliminate dead skin cells and helps to renew the skin. Ideal from combination to oily skin types prone to acne, this formula feels refreshing and also helps to control excess oil. Combining powerful soothing and renewing ingredients, the formula visibly refines the texture of the skin. Nicotinamide, or niacinamide, is an antioxidant that enhances the radiance of the skin all the while soothing and repairing the skin barrier. At the same time, willow bark, chamomile flower extract and bamboo extract help to soothe the skin. In addition, palm seed microgranules allow a natural and gentle exfoliation. After each application, the skin looks and feels renewed, soothed, more refined, with the pores appearing smaller. Apply it from one to three times a week to get softer, smoother and more radiant skin!",Not found,Not found,2441
