Link,brand,volume,description,ingredients,how_to_use
https://www.caretobeauty.com/us/nuxe-huile-prodigieuse-dry-oil/,NUXE,50ml (1.69 fl oz),"NUXE Huile Prodigieuse Dry Oil is the iconic NUXE ultra-hydrating dry oil with notes of Orange Blossom, Magnolia, and Vanilla. This dry oil has amazing moisturizing and conditioning properties, making it a staple for a lot of people. The presence of 7 precious 100% botanical oils in this moisturizing oil,  nourishes and repairs the face, body, and hair in a single step. This unique combination of oils, protects against pollution and the appearance of stretch marks, while also keeping the skin moisturized for up to 8 hours. The presence of Vitamins C and E provides protection against free radicals and oxidative stress. Also, with Rosemary Leaf Extract, this product also provides toning properties. In essence, this product is perfect to not only hydrate and repair your skin, but also give it a beautiful glow due to the shimmery particles present in the product.","Main Ingredients

Argan Oil nourishes and moisturizes;
Borage Seed Oil soothes and nourishes;
Macadamia Oil has both emollient and nourishing properties;
Sweet Almond Oil has smoothing, softening, and moisturizing properties;
Hazelnut Oil has both emollient and moisturizing properties;
Tsubaki Oil has both emollient and moisturizing properties;
Camellia Oil has both emollient properties;
Rosemary Leaf Extract has potent antioxidant and toning properties;
Vitamin C and E have antioxidant properties. Therefore protects against free radicals and oxidative stress.","How to use
In order to apply NUXE Huile Prodigieuse Dry Oil on the face, use smooth outward strokes beginning from the center of the face. Use the oil on its own, or mix a few drops with your NUXE moisturizer in the palm of your hand. In order to apply this product to the body, use circular movements over the chosen areas. In order to apply this product to the hair, distribute it on the lengths and ends as often as desired. For intense conditioning, apply the oil to your hair once or twice a week as a mask for 10 minutes, then apply shampoo as usual."
https://www.caretobeauty.com/us/nuxe-huile-prodigieuse-shimmering-dry-oil/,NUXE,50ml (1.69 fl oz),"NUXE Huile Prodigieuse Shimmering Dry Oil is the shimmery version of the iconic NUXE ultra-hydrating dry oil. This dry oil has amazing moisturizing and conditioning properties, making it a staple for a lot of people. The presence of 7 precious 100% botanical oils in this moisturizing oil,  nourishes and repairs the face, body, and hair in a single step. This unique combination of oils, protects against pollution and the appearance of stretch marks, while also keeping the skin moisturized for up to 8 hours. The presence of Vitamins C and E provides protection against free radicals and oxidative stress. Also, with Rosemary Leaf Extract, this product also provides toning properties. In essence, this product is perfect to not only hydrate and repair your skin, but also give it a beautiful glow due to the shimmery particles present in the product.","Main Ingredients

Argan Oil nourishes and moisturizes;
Borage Seed Oil soothes and nourishes;
Macadamia Oil has both emollient and nourishing properties;
Sweet Almond Oil has smoothing, softening, and moisturizing properties;
Hazelnut Oil has both emollient and moisturizing properties;
Tsubaki Oil has both emollient and moisturizing properties;
Camellia Oil has both emollient properties;
Rosemary Leaf Extract has potent antioxidant and toning properties;
Vitamin C and E have antioxidant properties. Therefore protects against free radicals and oxidative stress.","How to use
In order to apply NUXE Huile Prodigieuse Shimmering Dry Oil on the face, use smooth outward strokes beginning from the center of the face. Use the oil on its own, or mix a few drops with your NUXE moisturizer in the palm of your hand. In order to apply this product to the body, use circular movements over the chosen areas. In order to apply this product to the hair, distribute it on the lengths and ends as often as desired. For intense conditioning, apply the oil to your hair once or twice a week as a mask for 10 minutes, then apply shampoo as usual."
https://www.caretobeauty.com/us/nuxe-huile-prodigieuse-florale-multi-purpose-dry-oil/,NUXE,50ml (1.69 fl oz),"NUXE Huile Prodigieuse Florale Multi-Purpose Dry Oil is a new floral and delicate version of NUXE's iconic dry oil. Just like the original product, this dry oil has amazing moisturizing and conditioning properties, making it a staple for a lot of people. The presence of 7 precious 100% botanical oils in this moisturizing oil,  nourishes and repairs the face, body, and hair in a single step. This unique combination of oils, protects against pollution and the appearance of stretch marks, while also keeping the skin moisturized for up to 8 hours. The presence of Vitamins C and E provides protection against free radicals and oxidative stress. Also, with Rosemary Leaf Extract, this product also provides toning properties. In essence, this product is as perfect as the original version but this time with a floral and musky scent.","Main Ingredients

Argan Oil nourishes and moisturizes;
Borage Seed Oil soothes and nourishes;
Macadamia Oil has both emollient and nourishing properties;
Sweet Almond Oil has smoothing, softening, and moisturizing properties;
Hazelnut Oil has both emollient and moisturizing properties;
Tsubaki Oil has both emollient and moisturizing properties;
Camellia Oil has both emollient properties;
Rosemary Leaf Extract has potent antioxidant and toning properties;
Vitamin C and E have antioxidant properties. Therefore protects against free radicals and oxidative stress.","How to use
In order to apply NUXE Huile Prodigieuse Florale Multi-Purpose Dry Oil on the face, use smooth outward strokes beginning from the center of the face. Use the oil on its own, or mix a few drops with your NUXE moisturizer in the palm of your hand. In order to apply this product to the body, use circular movements over the chosen areas. In order to apply this product to the hair, distribute it on the lengths and ends as often as desired. For intense conditioning, apply the oil to your hair once or twice a week as a mask for 10 minutes, then apply shampoo as usual."
https://www.caretobeauty.com/us/erborian-skin-therapy-multi-perfecting-night-oil-30ml/,Erborian,30ml,"Erborian Skin Therapy Multi-Perfecting Night Oil 30ml (1 fl oz) is a facial oil that addresses multiple skin concerns. For this purpose, this night oil contains 17 plant extracts to renew your skin while you sleep for a refreshed look in the morning! Suitable for all skin types, this oil not only improves the skin texture and tone but also boosts its luminosity. In addition, it deeply hydrates and nourishes while visibly reducing fine lines and wrinkles day after day.&nbsp;The unique formula combines the power of ingredients such as Yuzu, Green Tea, Chamomile, and Ginseng. Furthermore, the presence of Hyaluronic acid, PHA, and Bisabolol in the formula boosts the results.&nbsp;
Despite being a facial oil, this product has a biphasic texture and, in fact, it feels lightweight on the skin, absorbs quickly, and does not leave a sticky finish. In sum, this night oil visibly improves the skin in just one night so you feel more comfortable with your bare skin!","Main Ingredients

Bamboo is known for its moisturizing properties thus hydrating the skin;
Yuzu Ferment has antioxidant properties, fighting free radical damage;
Red Pepper boosts the skin's luminosity;
White and Red Ginseng are combined with other plant extracts namely Horsetail, Kigelia, Licorice,&nbsp;Wild Yam,&nbsp;Ophiopogon japonicus, Polygonatum officinale,&nbsp;and&nbsp;Scrophularia nodosa. This blend&nbsp;fights aging signs, improving the appearance of fine lines and wrinkles as well as firmness;
Centella Asiatica and Bisabolol are combined with Japanese Knotweed, Chamomile, Green Tea, Rosemary, and Skullcap. This blend provides a soothing action to relieve any sign of discomfort;
Hyaluronic acid has the ability to retain water. Not only hydrates the skin but also plumps it;
PHA is a polyhydroxy acid that gently exfoliates the skin, improving skin renewal. As a result, the skin is smoother and more even;
Squalane has moisturizing properties so it hydrates and nourishes the skin, without feeling heavy or greasy;
Zinc PCA has a purifying action while equally ensuring optimal levels of moisture on the skin.","How to use
Firstly, shake well before use. Apply three to four drops of&nbsp;Erborian Skin Therapy Multi-Perfecting Night Oil 30ml (1 fl oz) onto previously cleansed and dry face and massage gently. Use before your night cream or instead of it."
https://www.caretobeauty.com/us/nuxe-huile-prodigieuse-dry-oil-100-ml-shimmering-dry-oil-8ml/,NUXE,8ml,"This promotional pack contains the following products:

NUXE Huile Prodigieuse Dry Oil 100ml
NUXE Huile Prodigieuse® Or Roll-On 8ml

NUXE Huile Prodigieuse Dry Oil is the iconic NUXE ultra-hydrating dry oil with notes of Orange Blossom, Magnolia, and Vanilla. This dry oil has amazing moisturizing and conditioning properties, making it a staple for a lot of people. The presence of 7 precious 100% botanical oils in this moisturizing oil,  nourishes and repairs the face, body, and hair in a single step. This unique combination of oils, protects against pollution and the appearance of stretch marks, while also keeping the skin moisturized for up to 8 hours. The presence of Vitamins C and E protects against free radicals and oxidative stress. Also, with Rosemary Leaf Extract, this product provides toning properties. In essence, this product is perfect to not only hydrate and repair your skin but also give it a beautiful glow due to the shimmery particles present in the product.
Huile Prodigieuse® Or Roll-On is a luxurious, shimmering oil that combines the iconic Huile Prodigieuse® blend of seven precious 100% botanical oils with radiant golden pearly particles, presented in a convenient 8 ml roll-on format. This oil is specifically designed to illuminate the face and décolleté, providing subtle golden highlights and an irresistible glow suitable for every occasion. Its scent is a captivating mix of Orange Blossom, Magnolia, and Vanilla, adding a touch of intense sensuality to your beauty routine. Ideal for travel, this roll-on version allows for precise application to highlight areas such as the cheekbones, bridge of the nose, forehead above the eyebrows, and shoulders. Simply dab it lightly over the skin and blend with your fingertip to give your skin a beautiful golden glow, enhancing your natural beauty with a touch of sparkle.",Not found,Not found
https://www.caretobeauty.com/us/nuxe-huile-prodigieuse-rich-nourishing-oil-with-spray-100ml/,NUXE,100ml,"NUXE Huile Prodigieuse Rich Nourishing Oil with Spray 100ml (3.38fl oz) is the ultra-nourishing new version of the iconic and miraculous oils from Nuxe. It nourishes, repairs, and beautifies not only the skin but also the hair. With 98% of ingredients from natural origin, this dry oil has seven precious vegetable oils: Argan and Hazelnut Oils help both protect and repair; Borage and Sweet Almond Oils provide smoothness and also softness; Camelia, Macadamia, and also Tsubaki Oils deeply moisturize and nourish. Its divine scent with notes of Orange Blossom, Magnolia, and also Vanilla will definitely provide you a unique and luxurious experience. Furthermore, this new formula is perfect for dry and very dry skin as it is more concentrated in nourishing oils.
This pleasant dry oil can hydrate and nourish both skin and hair, protect from premature aging, prevent stretch marks, calm the skin after getting a sunburn, or even soothe the skin in a psoriatic crisis. Its formula, enriched with antioxidants, has a shield-like effect against pollution. The dry oil texture allows it to be easily applied without leaving a greasy feeling on the skin, as it is rapidly absorbed. The skin becomes softer and bouncy, stretch marks are visibly reduced and prevented and the hair looks shinier and nourished.","Main Ingredients

Argan and Hazelnut Oils help both protect and repair;
Borage and Sweet Almond Oils provide smoothness and also softness;
Camelia, Macadamia and Tsubaki Oils can deeply moisturize and nourish.","How to use
Apply NUXE Huile Prodigieuse Dry Oil on the body, face, and hair, according to your preference. On the body, apply in circular movements after showering, focusing on drier areas and also stretch marks. For application on the hair, focus on the lengths and tips. If you wish to apply directly on the face, warm a few drops of the oil in the palms of your hands and gently massage it onto the skin, while taking care to avoid the eye contour area."
https://www.caretobeauty.com/us/nuxe-bio-huile-prodigieuse-neroli-multi-purpose-dry-oil-100ml/,NUXE,100ml,"NUXE BIO Huile Prodigieuse Neroli Multi-Purpose Dry Oil is an oil that repairs, nourishes and beatifies both the skin and hair. Featuring a pleasant dry oil texture, it allows easy application as well as quick absorption. The inspiring notes of bergamot, neroli and lavendin grant a unique experience with a relaxing scent that lingers.
Drawing inspiration from the iconic NUXE Huile Prodigieuse Dry Oil with Spray, this product also resorts to nature to deliver the best experience and results. With 100% of ingredients of natural origin, from which 42% are from organic farming, this vegan formulation combines the best that nature has to offer. Organic ente plum oil and sesame oil are both rich in fatty acids and replenish skin and hair. Organic ente plum oil - cultivated in Agen, France - is extracted by cold-pressing the stones of plums and offers nourishing and repairing benefits. At the same time, organic sesame oil, extracted with the same technique, allows rapid absorption. Apply the oil directly to your skin and hair; or, alternatively, add a few drops on your facial cream or to your bath. This dry oil is so versatile that you may use it for a different purpose every day!","Main Ingredients

Organic ente plum oil, rich in fatty acids, offers nourishing and repairing benefits both for the skin and hair;
Organic sesame oil, also featuring a high concentration of essential fatty acids, provides a pleasant sensorial experience allowing rapid absorption and leaving a dry finish on the skin.","How to use
Apply NUXE BIO Huile Prodigieuse Neroli Multi-Purpose Dry Oil onto the skin of the face and body, or/and on the hair. Add a few drops to your bath to allow a moment of serenity and relaxation.
Face: Apply it alone on the skin or mix a few drops of product with your favorite facial moisturizer. Distribute it evenly on the skin and work it with smoothing strokes, from the center of the face outwards. If you have a beard, you may also use it as a conditioning oil;
Body: Massage it gently on the skin of the body, especially over drier areas and/or stretch marks;
Hair: Apply over the lengths and ends of the hair over damp hair. Alternatively, apply it over dry hair 10 minutes before shampooing as an intense conditioning mask."
https://www.caretobeauty.com/us/limited-edition-dr-botanicals-moroccan-rose-superfood-facial-oil-amber-bottle-30ml/,Botanicals,30ml,"Dr. Botanicals Moroccan Rose Superfood Facial Oil Amber Bottle is a renewing and rejuvenating treatment that hydrates and minimizes the appearance of visible signs of aging, particularly suited for dry skin. It has a delighful and comfortable texture that instantly replenishes your senses with each application. The secret for a pleasant texture and natural formula lies on the unlimited power of botanicals. The formula is vegan and contains exclusively natural ingredients, excluding ingredients of animal origin, alcohol, parabens as well as silicones. A blend of outstanding natural ingredients is the secret for visible results. To point out, Vitamin C helps to stimulate collagen production while Vitamin A evens the skin tone and helps to rejuvenate skin. Moreover, Almond Oil intensely moisturizes and nourishes the skin while brightening the complexion.
The oils are one of the most indulging textures in the skincare world. The oil immerses all your senses in a comfortable and replenishing experience. Additionally, it is an excellent vehicle to deliver potent actives not only to nourish but also to rejuvenate the skin. In the long run, find your skin more comfortable, nourished, brighter and rejuvenated.
.","Main Ingredients

Vitamin C is a powerful antioxidant and helps to stimulate collagen production;
Vitamin A helps to rejuvenate the skin, evens the skin tone and protect from the aggressions of the free radicals;
Almond Oil intensely moisturizes and nourishes the skin while brightening the complexion.","How to use
Firstly, thoroughly cleanse and tone the skin. Secondly, apply Dr. Botanicals Moroccan Rose Superfood Facial Oil Amber Bottle onto the face and neck, and gently massage from the center of the face outwards."
https://www.caretobeauty.com/us/caudalie-moisturizing-oil-elixir-50ml/,Caudalie,50ml,,Not found,Not found
https://www.caretobeauty.com/us/erborian-cc-creme-high-definition-radiance-cream-spf25-dore-45ml-skin-therapy-multi-perfecting-night-oil-10ml/,Erborian,45ml,,Not found,Not found
